1	13.3664		1
2	12.454		2
3	12.2741		3
4	12.2278		4
5	10.9988		5
6	10.9248		6
7	10.8203		7
8	10.204		8
9	10.0121		9
10	10.0121		9
11	9.80419		11
12	9.68978		12
13	9.63426		13
14	9.26252		14
15	8.43526		15
16	8.42692		16
17	8.30654		17
18	8.16767		18
19	8.16767		18
20	8.04116		20
21	8.04116		20
22	7.89253		22
23	7.87787		23
24	7.80642		24
25	7.80642		24
26	7.80642		24
27	7.75635		27
28	7.75635		27
29	7.53398		29
30	7.53398		29
31	7.53398		29
32	7.53398		29
33	7.53398		29
34	7.53398		29
35	7.43135		35
36	7.43135		35
37	7.1173		37
38	7.10606		38
39	7.09956		39
40	6.97171		40
41	6.95967		41
42	6.95967		41
43	6.80176		43
44	6.80117		44
45	6.80117		44
46	6.80117		44
47	6.80117		44
48	6.80117		44
49	6.52151		49
50	6.3262		50
51	6.3262		50
52	6.29621		52
53	6.29621		52
54	6.29621		52
55	6.29621		52
56	6.29621		52
57	6.29621		52
58	6.29621		52
59	6.29621		52
60	6.29621		52
61	6.29621		52
62	6.29621		52
63	6.29621		52
64	6.29621		52
65	6.25728		65
66	6.25728		65
67	6.19883		67
68	6.07178		68
69	6.07178		68
70	5.89195		70
71	5.89195		70
72	5.89195		70
73	5.89195		70
74	5.89195		70
75	5.89195		70
76	5.89195		70
77	5.89195		70
78	5.89195		70
79	5.89195		70
80	5.89195		70
81	5.89195		70
82	5.89195		70
83	5.89195		70
84	5.89195		70
85	5.89195		70
86	5.83351		86
87	5.83351		86
88	5.83351		86
89	5.82791		89
90	5.82791		89
91	5.82791		89
92	5.82791		89
93	5.82791		89
94	5.80735		94
95	5.80735		94
96	5.80735		94
97	5.80735		94
98	5.80735		94
99	5.80735		94
100	5.80735		94
101	5.80735		94
102	5.80735		94
103	5.80735		94
104	5.80735		94
105	5.80029		105
106	5.80029		105
107	5.80029		105
108	5.7088		108
109	5.7088		108
110	5.7088		108
111	5.7088		108
112	5.7088		108
113	5.7088		108
114	5.7088		108
115	5.7088		108
116	5.59614		116
117	5.59614		116
118	5.59614		116
119	5.59614		116
120	5.57751		120
121	5.57751		120
122	5.57751		120
123	5.57476		123
124	5.57476		123
125	5.57476		123
126	5.57476		123
127	5.57476		123
128	5.57476		123
129	5.57476		123
130	5.57476		123
131	5.57476		123
132	5.57476		123
133	5.36112		133
134	5.28537		134
135	5.28537		134
136	5.28537		134
137	5.28537		134
138	5.28537		134
139	5.28537		134
140	5.28537		134
141	5.28537		134
142	5.28537		134
143	5.28537		134
144	5.23187		144
145	5.23112		145
146	5.13334		146
147	5.13334		146
148	5.13334		146
149	5.13334		146
150	5.13334		146
151	5.13334		146
152	5.13334		146
153	5.13334		146
154	5.13334		146
155	5.13334		146
156	5.13334		146
157	5.13334		146
158	5.13334		146
159	5.13334		146
160	5.13334		146
161	5.13334		146
162	5.13334		146
163	5.13334		146
164	5.13334		146
165	5.13334		146
166	5.123		166
167	5.123		166
168	5.123		166
169	5.123		166
170	5.123		166
171	5.123		166
172	5.123		166
173	5.123		166
174	5.123		166
175	5.123		166
176	5.123		166
