0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.000778287 0.000367529
0.151647 0.00708054
1.0289 0.0280749
1.93934 0.0387183
2.18057 0.0453527
2.05107 0.0336263
1.8307 0.0317158
1.60787 0.0290829
1.42436 0.0264032
1.30319 0.0223482
1.22646 0.0229865
1.16645 0.0201747
1.11984 0.0169727
1.09038 0.0190868
1.09113 0.0188859
1.08255 0.0165929
1.02617 0.014152
1.03654 0.016194
1.02307 0.0141198
1.00598 0.0127526
0.997183 0.0135411
0.992718 0.0136146
0.986197 0.012962
0.987247 0.0125865
0.987444 0.0115004
1.01878 0.0130889
0.981808 0.0124065
0.983962 0.0127247
0.992585 0.0130693
1.00014 0.01086
1.00712 0.0119478
0.998467 0.0104993
0.980682 0.0096688
0.968878 0.00941672
0.971407 0.00940713
0.96899 0.00887205
0.96608 0.00822236
0.985443 0.00818011
0.985652 0.00884188
0.986165 0.00984546
0.983029 0.0075308
0.982717 0.00718978
0.989093 0.00743435
0.979336 0.00730389
0.97985 0.00824666
0.965517 0.00828484
0.966485 0.00737327
0.971362 0.00721863
0.979719 0.00683946
0.980974 0.00657085
0.981065 0.00626873
0.985838 0.00662626
0.979799 0.00725903
0.983936 0.00653695
0.981223 0.00593046
0.986476 0.00598814
0.97489 0.00620298
0.978215 0.00689618
0.974708 0.00643053
0.977522 0.00681629
0.974487 0.00591715
0.974089 0.00600506
0.968836 0.00613515
0.98241 0.00600442
0.984203 0.00557183
0.984275 0.0063634
0.990279 0.0059309
0.990079 0.00615049
0.993486 0.00495814
0.986662 0.00485172
0.986465 0.00563244
0.976514 0.00487117
0.98252 0.0051623
0.991709 0.00509486
0.99139 0.00472925
0.993164 0.00485259
0.988345 0.0051294
0.986364 0.00469289
0.988297 0.00397589
0.987153 0.00480955
0.984134 0.00507688
0.984395 0.00487126
0.99162 0.00519001
0.996806 0.00541024
0.998098 0.00486689
0.995099 0.00461502
0.995126 0.00495039
