0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
7.36405e-05 3.54947e-05
0.00251154 0.000214213
0.0440543 0.000988551
0.290929 0.0022098
1.00442 0.00409637
2.23497 0.00664949
3.62348 0.00790406
4.6289 0.0105967
4.90606 0.0096178
4.48393 0.0106489
3.65019 0.00860572
2.69267 0.0083857
1.82704 0.00671331
1.13697 0.00479523
0.656032 0.00331947
0.349911 0.00277964
0.177694 0.00191085
0.0878074 0.00155186
0.0490826 0.00104552
0.0422464 0.0010488
0.0622967 0.0011785
0.108317 0.00178546
0.186375 0.00226532
0.301124 0.00217313
0.45571 0.00276823
0.637308 0.00268015
0.796181 0.00311126
0.911925 0.00358874
0.963054 0.00424264
0.920277 0.00436646
0.808302 0.00291634
0.638224 0.00282554
0.46352 0.00239766
0.321279 0.00209027
0.223265 0.00211394
0.193766 0.00227598
0.252895 0.00268143
0.434337 0.0029233
0.755047 0.00351268
1.20277 0.00409357
1.72467 0.00389434
2.23585 0.00417927
2.59222 0.00590843
2.71129 0.00667021
2.55393 0.00566073
2.17996 0.00531992
1.69016 0.00382443
1.20329 0.00348652
0.806371 0.00326086
0.54758 0.00327934
0.435822 0.00317464
0.462796 0.00276128
0.588459 0.00257318
0.758596 0.00219727
0.91404 0.0024703
1.00477 0.00246512
1.00681 0.00305057
0.925053 0.00271871
0.790491 0.00224117
0.660505 0.0024261
0.577998 0.00326018
0.579797 0.00376106
