1	35.9371
2	33.808
3	32.4346
4	30.9457
5	28.9944
6	27.9553
7	27.4008
8	26.6759
9	25.5669
10	24.2324
11	23.0354
12	22.5829
13	22.5245
14	22.353
15	21.287
16	20.301
17	20.1212
18	19.9802
19	19.9247
20	19.0703
21	17.4938
22	16.7182
23	16.6816
24	16.543
25	16.3594
26	16.4161
27	16.4671
28	16.1584
29	16.0263
30	15.9062
31	15.6537
32	15.488
33	15.4686
34	15.4684
35	15.4675
36	15.4439
37	15.4829
38	15.4812
39	15.3954
40	15.3885
41	15.376
42	15.1468
43	14.7732
44	14.5433
45	14.3375
46	14.2121
47	14.1966
48	14.1814
49	14.1723
50	14.1609
51	14.159
52	14.1576
53	14.1559
54	14.1499
55	14.02
56	13.8711
57	14.0094
58	14.1919
59	14.2554
60	13.8259
61	13.763
62	13.7272
63	13.7169
64	13.5268
65	13.3118
66	13.2861
67	13.5627
68	13.4962
69	13.6875
70	13.3072
71	13.5806
72	13.1071
73	12.9989
74	12.9599
75	12.9599
76	12.9598
77	12.9578
78	12.9556
79	12.9554
80	12.9553
81	12.9553
82	12.9553
83	12.953
84	12.8971
85	12.8388
86	12.8276
87	12.5892
88	12.3196
89	12.3606
90	11.9359
91	11.556
92	11.5488
93	11.482
94	11.4522
95	11.4522
96	11.4522
97	11.4517
98	11.4388
99	11.3775
100	11.252
101	11.1729
102	11.1349
103	11.0964
104	11.0927
105	11.0902
106	11.0829
107	11.0741
108	11.072
109	11.0713
110	11.0642
111	10.919
112	10.7785
113	10.7722
114	10.7618
115	10.7206
116	10.6792
117	10.677
118	10.6763
119	10.6675
120	10.6589
121	10.6534
122	10.5398
123	10.4225
124	10.3526
125	10.282
126	10.2773
127	10.2773
128	10.2773
129	10.2773
130	10.2773
131	10.2773
132	10.2773
133	10.2773
134	10.2773
135	10.2773
136	10.2773
137	10.2773
138	10.2773
139	10.2773
140	10.2773
141	10.2773
142	10.2773
143	10.2773
144	10.2773
145	10.2773
146	10.2773
147	10.2773
148	10.2773
149	10.2773
150	10.2773
151	10.2773
152	10.2773
153	10.2773
154	10.2773
155	10.2773
156	10.2773
157	10.2773
158	10.2773
159	10.2773
160	10.2773
161	10.2773
162	10.2773
163	10.2773
164	10.2773
165	10.2773
166	10.2773
167	10.2773
168	10.2773
169	10.2773
170	10.2773
171	10.2773
172	10.2773
173	10.2773
174	10.2773
175	10.2773
176	10.2773
177	10.2773
178	10.2773
179	10.2677
180	10.0273
181	9.79649
182	9.79649
183	9.79649
184	9.79649
185	9.79649
186	9.79649
187	9.79649
188	9.79649
189	9.79649
190	9.79635
191	9.79362
192	9.79002
193	9.7893
194	9.7893
195	9.78635
196	10.3993
197	9.88946
198	10.5108
199	9.7283
200	9.66424
201	9.65423
202	9.64779
203	9.6416
204	9.6416
205	9.6416
206	9.6416
207	9.6416
208	9.60376
209	8.68217
210	7.75934
211	7.74971
212	7.74971
213	7.74971
214	7.74971
215	7.74971
216	7.74971
217	7.74971
218	7.74971
219	7.74971
220	7.74971
221	7.74792
222	7.70304
223	7.65997
224	7.65997
225	7.65997
226	7.63158
227	7.95866
228	8.16121
229	6.89335
230	6.2403
231	6.2403
232	6.2403
233	6.2403
234	6.2403
235	6.2403
236	6.2403
237	6.2403
238	6.2403
239	6.2403
240	6.2403
241	6.2403
242	6.2403
243	6.2403
244	6.2403
245	6.2403
246	6.2403
247	6.2403
248	6.2403
249	6.2403
250	6.2403
251	6.2403
252	6.2403
253	6.2403
254	6.2403
255	6.2403
256	6.2403
257	6.2403
258	6.2403
259	6.2403
260	6.2403
261	6.2403
262	6.2403
263	6.2403
264	6.2403
265	6.2403
266	6.2403
267	6.2403
268	6.2403
269	6.2403
270	6.2403
271	6.2403
272	6.2403
273	6.2403
274	6.2403
275	6.2403
276	6.2403
277	6.2403
278	6.2403
279	6.2403
280	6.2403
281	6.2403
282	6.2403
283	6.2403
284	6.2403
285	6.2403
286	6.2403
287	6.2403
288	6.2403
289	6.2403
290	6.2403
291	6.2403
292	6.2403
293	6.2403
294	6.2403
295	6.2403
296	6.2403
297	6.2403
298	6.2403
299	6.2403
300	6.2403
301	6.2403
302	6.2403
303	6.2403
304	6.2403
305	6.2403
306	6.2403
307	6.2403
308	6.2403
309	6.2403
310	6.2403
311	6.2403
312	6.2403
313	6.2403
314	6.2403
315	6.2403
316	6.2403
317	6.2403
318	6.2403
