-0.586612 0.618872 -2.35146 -0.648107 -0.151366 3.23478
5.84027 -2.95833 5.60679 -1.62837 -1.68831 3.37907
1.48885 -1.44452 -2.86238 0.770281 0.605857 -3.67783
0.0201983 2.44501 -4.407 -1.58329 1.29482 -4.97345
1.60197 2.60392 -5.98404 -3.27284 -3.07657 -6.28026
0.868334 -0.630886 6.05672 0.510698 2.55383 0.562787
3.56417 -2.90646 1.66316 -3.34909 -0.900934 -5.1466
1.86963 3.00767 4.48848 -1.61344 1.56371 -3.26038
-0.965838 -0.235474 -2.30351 -2.21299 -3.08068 -4.06931
-3.40704 -0.154012 4.17069 1.15522 0.637625 2.79837
1.57186 -6.62664 2.64967 1.55115 1.82411 -1.67486
-2.11556 -3.19029 -3.22805 -0.299468 1.52833 -8.42013
-3.74098 -2.51152 -4.03343 -6.72385 2.05439 2.93632
0.349628 -0.351088 -1.60283 0.260289 -1.62004 2.96228
-3.35325 1.1053 4.11775 3.31274 1.50664 -4.68097
-0.905591 -1.61344 2.83697 3.5982 -1.63691 7.43774
0.429272 0.044395 1.16162 -2.24331 -3.80976 -0.296751
-1.83125 -2.30499 -7.01556 -1.05663 -0.213108 -3.44069
-0.947166 -0.196222 -2.69691 -4.65039 -0.664158 6.43866
-3.31968 -0.268219 1.60136 6.8957 3.31937 7.58121
-1.84441 4.37967 -5.79257 -2.0775 1.30863 -2.65269
-1.85107 -0.59284 -1.92002 -0.786923 0.33117 -3.75583
-2.11335 -0.970459 -2.49189 -1.26741 -1.09076 0.737377
-0.0843719 4.18765 1.68201 -2.11016 -4.92239 -1.64023
3.30301 3.83001 2.20967 -3.9582 -9.78963 4.00729
-0.661701 -3.16787 -3.81967 -2.68853 0.137271 -3.28798
1.87938 1.66366 -3.29288 3.30301 4.16709 4.09897
-2.93855 0.825553 -1.6248 0.131271 -1.62324 -2.81914
-0.69785 5.63868 -2.23506 2.91801 0.205925 -2.91278
-0.545928 -0.655375 -3.60197 -0.671096 2.31079 -2.86876
-1.22955 1.26386 -3.76386 0.94911 -2.06513 3.08851
3.93463 -1.2824 -3.30856 0.957194 -0.0989948 2.32672
-0.106438 1.22395 1.64606 0.252912 -1.33977 1.94287
-0.0340076 1.12577 -4.06291 3.58989 -0.890346 -0.703493
1.49259 -0.273014 -2.10928 -0.204035 0.98047 -4.10394
3.0259 3.02603 3.20996 2.27614 1.39573 -3.39673
-1.6926 1.45238 7.4463 -1.15823 0.62031 -4.49691
-3.09186 -0.532331 3.93261 2.09066 0.959934 -2.18184
3.08168 3.99043 4.14838 -1.31771 0.899441 -1.83336
-2.05321 1.636 4.70291 -1.37747 2.53853 -3.98325
2.29697 3.17445 2.88005 0.586063 1.615 4.05733
1.91797 -3.1039 -2.45075 1.35716 1.19868 2.77689
-1.30673 1.15578 -1.39829 -2.95224 -3.69039 3.90316
1.91788 -0.671621 -3.24404 1.39566 3.01365 -2.62523
1.57813 -2.97539 3.81092 1.38124 0.247189 -1.11607
1.32096 -0.786288 5.49094 1.65819 -5.94847 2.92699
1.27588 -1.8765 -2.5883 1.82855 -3.88211 2.3199
-3.33914 -1.95518 -2.31139 1.96166 4.24325 -4.60998
-2.67038 -0.350466 -0.766565 -2.04988 0.0600702 3.21449
-1.70138 -0.708361 -3.28446 1.71906 4.11073 -3.30311
-1.4958 -1.0995 3.01029 1.71871 -0.627223 -1.96083
-0.535701 -1.35922 6.26464 -0.631031 -2.3708 4.39182
-0.234171 0.809006 2.34954 2.04827 2.32332 3.05887
-0.903989 -1.79262 3.38339 0.357747 0.958875 7.53241
0.584542 2.36921 -7.84403 1.31049 -3.1286 3.86675
-4.81124 3.99953 -4.65923 0.741338 -1.79753 -2.21693
-2.23956 -0.0575627 -4.02949 -2.26009 -1.69393 -1.90466
5.60168 -0.61542 -2.7994 3.54052 0.748304 -2.76365
4.35498 2.81192 -4.03608 -0.968412 -0.964563 -2.48847
2.70922 -0.768861 3.62795 -0.00303398 3.20076 -4.56176
0.579937 -0.24897 -6.18883 2.13709 -7.01238 7.58855
0.534867 -3.34422 4.03246 3.66263 -3.52836 0.654089
-1.90935 -1.71611 -1.93169 -1.96576 3.21711 7.18138
