0 1.47327 0
1 1.50207 0.028802
2 1.50275 0.0166429
3 1.51759 0.0189394
4 1.51831 0.0146882
5 1.51716 0.0120487
6 1.50942 0.0127872
7 1.51747 0.013689
8 1.51655 0.0121071
9 1.51991 0.0113363
10 1.51946 0.0102637
11 1.51339 0.011166
12 1.5077 0.0117419
13 1.51045 0.0112144
14 1.51518 0.0114588
15 1.51951 0.0115606
16 1.51852 0.0109043
17 1.51598 0.0105892
18 1.52006 0.0108164
19 1.51704 0.0106969
20 1.51879 0.0103244
21 1.51825 0.00985896
22 1.51772 0.0094353
23 1.51439 0.00962723
24 1.51284 0.00936482
25 1.51138 0.00911487
26 1.511 0.00877899
27 1.50889 0.0087178
28 1.51003 0.00848795
29 1.50863 0.00831829
30 1.5085 0.0080465
31 1.50856 0.00779122
32 1.50698 0.0077151
33 1.50767 0.00751655
34 1.50641 0.0074061
35 1.50576 0.00722733
36 1.50401 0.00724256
37 1.502 0.00733012
38 1.50215 0.00714117
39 1.50435 0.00729935
40 1.50387 0.00713477
41 1.50424 0.0069723
42 1.50396 0.00681385
43 1.5047 0.00669845
44 1.50544 0.0065892
45 1.5042 0.0065616
46 1.50487 0.00645457
47 1.50573 0.0063776
48 1.5049 0.0063015
49 1.50492 0.00617423
50 1.50443 0.0060719
51 1.50398 0.00597079
52 1.50477 0.00590925
53 1.50478 0.00579882
54 1.5048 0.00569244
55 1.50518 0.00560266
56 1.50519 0.00550351
57 1.50539 0.00541143
58 1.50539 0.00531892
59 1.5055 0.00523059
60 1.5058 0.00515283
61 1.50619 0.00508428
62 1.50531 0.00507963
63 1.50535 0.00499974
64 1.50492 0.00494097
65 1.50409 0.00493491
66 1.50442 0.00487171
67 1.50474 0.00480992
68 1.50574 0.00484414
69 1.50485 0.00485522
70 1.50539 0.00481649
71 1.50585 0.00477072
72 1.50616 0.00471545
73 1.50535 0.0047211
74 1.50552 0.00466086
75 1.50478 0.00465932
76 1.50461 0.00460125
77 1.50388 0.0046009
78 1.50386 0.00454232
79 1.50398 0.00448679
80 1.50397 0.00443107
81 1.5035 0.00440169
82 1.50299 0.00437886
83 1.50379 0.0044001
84 1.50444 0.0043971
85 1.50457 0.00434738
86 1.50498 0.0043167
87 1.50443 0.00430228
88 1.50472 0.00426375
89 1.50417 0.0042525
90 1.50398 0.0042097
91 1.50468 0.00422195
92 1.50423 0.00419975
93 1.50401 0.00416087
94 1.50416 0.00411963
95 1.50318 0.004194
96 1.50266 0.00418228
97 1.50284 0.00414316
98 1.50278 0.00410151
99 1.50248 0.00407136
