0 0.992915 0
1 0.993933 0.00101806
2 0.996047 0.00219362
3 0.997585 0.00218427
4 0.998511 0.0019291
5 0.999956 0.00213712
6 0.999812 0.00181193
7 0.999727 0.00157149
8 1.00022 0.00147179
9 1.00072 0.00140757
10 1.00054 0.00128585
11 1.00036 0.00118712
12 1.00035 0.00109203
13 1.00077 0.00109251
14 1.00069 0.00101969
15 1.0012 0.00108052
16 1.00111 0.00101892
17 1.00136 0.000991842
18 1.00121 0.000950378
19 1.00111 0.000906771
20 1.00063 0.000988429
21 1.00056 0.000944747
22 1.00078 0.000929699
23 1.00057 0.000914434
24 1.00071 0.00088677
25 1.00076 0.000853937
26 1.00051 0.000860163
27 1.00056 0.000830252
28 1.00068 0.000809943
29 1.00061 0.000784955
30 1.00067 0.000761247
31 1.00073 0.000739262
32 1.00071 0.000716769
33 1.00056 0.000710876
34 1.00062 0.00069297
35 1.00038 0.000714545
36 1.00043 0.000696999
37 1.0002 0.000718604
38 1.00016 0.000700889
39 1.00004 0.00069309
40 1.00012 0.000679792
41 1.00005 0.000666899
42 0.999961 0.000656958
43 0.999981 0.000642168
44 1.00001 0.000628301
45 1.00004 0.000615205
46 1.0001 0.000604905
47 1.00013 0.000592945
48 1.00012 0.000580774
49 1.0002 0.000575218
50 1.0001 0.000573448
51 1.00006 0.000563909
52 1.00001 0.000554828
53 1.00009 0.000549672
54 1.00011 0.000539892
55 1.00017 0.000534445
56 1.00019 0.000525117
57 1.0001 0.000522664
58 1.00012 0.000513909
59 1.00009 0.000505801
60 1.00006 0.000498329
61 0.999919 0.00051108
62 0.999916 0.000502912
63 0.999854 0.000498918
64 0.999779 0.000496776
65 0.999775 0.000489216
66 0.999739 0.000483177
67 0.999613 0.000492291
68 0.999581 0.000486194
69 0.999597 0.000479481
70 0.999629 0.000473771
71 0.999592 0.000468628
72 0.999593 0.000462164
73 0.999535 0.000459585
74 0.999598 0.000457734
75 0.999715 0.000466659
76 0.99974 0.00046124
77 0.99979 0.000457975
78 0.999753 0.000453609
79 0.999813 0.000451838
80 0.999786 0.000447039
81 0.999823 0.000443122
82 0.999827 0.000437771
83 0.999801 0.000433299
84 0.999826 0.000428867
85 0.999852 0.000424662
86 0.99987 0.000420149
87 0.999855 0.000415637
88 0.999814 0.000412964
89 0.999868 0.000411957
90 0.999835 0.000408746
91 0.999811 0.000404985
92 0.999836 0.000401355
93 0.999803 0.000398435
94 0.999743 0.000398684
95 0.999777 0.000395931
96 0.999814 0.000393575
97 0.999792 0.000390127
98 0.999801 0.000386272
99 0.999869 0.000388339
