0 107.1
1 95.02
2 115.92
3 96.78
4 105.76
5 121.34
6 115.86
7 136
8 102.26
9 91.8
10 83.32
11 118.72
12 100.22
13 108.6
14 102.66
15 86
16 86.34
17 81.88
18 96.44
19 73.2
20 109.16
21 81.98
22 111.02
23 111.78
24 100.58
25 114.3
26 107.18
27 107.34
28 83.06
29 121.26
30 83.26
31 83.96
32 77.14
33 106.4
34 113.7
35 124.6
36 95.08
37 102.8
38 98.08
39 107.38
40 109.52
41 119.56
42 78.36
43 85.16
44 100.76
45 85.92
46 91
47 126.74
48 93.74
49 90.48
50 110.26
51 113.86
52 130
53 95.7
54 78.32
55 137.7
56 130.06
57 114.28
58 105.58
59 93.56
60 93.4
61 84.86
62 104.3
63 102.7
64 102.86
65 108.06
66 90.32
67 84.1
68 89.66
69 83.76
70 114.4
71 123.5
72 126.76
73 122.76
74 92.22
75 112.16
76 76.3
77 119.3
78 95.96
79 100.94
80 82.44
81 109.2
82 66.82
83 86
84 109.94
85 114.36
86 79.78
87 117.66
88 81.32
89 113.86
90 81.04
91 64.88
92 126.14
93 89.92
94 111.1
95 91.22
96 86.3
97 124.9
98 131.1
99 96.04
