0.55                0.75           -0.398859          0.00399195
0.55               0.752           -0.398085          0.00403609
0.55               0.754           -0.392811          0.00374107
0.55               0.756           -0.399775           0.0043118
0.55               0.758           -0.398491          0.00414268
0.55                0.76           -0.406241          0.00392534
0.55               0.762           -0.404532          0.00398953
0.55               0.764           -0.400527           0.0039143
0.55               0.766           -0.404377          0.00408674
0.55               0.768           -0.401636          0.00389277
0.55                0.77           -0.403916          0.00424444
0.55               0.772           -0.401303           0.0037174
0.55               0.774            -0.40818          0.00446466
0.55               0.776           -0.405324           0.0046811
0.55               0.778           -0.404674          0.00359808
0.55                0.78           -0.402402          0.00463563
0.55               0.782            -0.40111          0.00416483
0.55               0.784           -0.405196          0.00447208
0.55               0.786           -0.410756          0.00430077
0.55               0.788           -0.404681          0.00392025
0.55                0.79           -0.403624          0.00361699
0.55               0.792            -0.40507          0.00384102
0.55               0.794           -0.403146          0.00464441
0.55               0.796           -0.404282          0.00420257
0.55               0.798           -0.411083          0.00401608
0.55                 0.8           -0.403922          0.00379839
0.55               0.802           -0.397395          0.00390138
0.55               0.804           -0.402039          0.00359524
0.55               0.806           -0.400742          0.00444802
0.55               0.808           -0.399972           0.0040037
0.55                0.81           -0.404225          0.00422571
0.55               0.812           -0.402022          0.00377819
0.55               0.814           -0.408004          0.00387506
0.55               0.816           -0.401738          0.00395109
0.55               0.818           -0.395967          0.00424214
0.55                0.82           -0.389684          0.00421041
0.55               0.822           -0.398939          0.00409229
0.55               0.824           -0.398864          0.00398502
0.55               0.826            -0.40114          0.00370171
0.55               0.828           -0.402521          0.00484543
0.55                0.83            -0.39712           0.0037989
0.55               0.832           -0.402339          0.00411935
0.55               0.834            -0.39947          0.00447116
0.55               0.836           -0.399097          0.00389013
0.55               0.838           -0.394739          0.00428022
0.55                0.84           -0.393179          0.00394865
0.55               0.842           -0.393423          0.00401524
0.55               0.844           -0.394116          0.00402069
0.55               0.846           -0.390817          0.00414505
0.55               0.848           -0.381433           0.0044286
0.55                0.85           -0.394011          0.00376231
0.552                0.85           -0.385963          0.00373758
0.552               0.848           -0.395228          0.00364582
0.552               0.846           -0.390329          0.00396789
0.552               0.844           -0.389483           0.0040581
0.552               0.842           -0.400329          0.00379329
0.552                0.84           -0.400501          0.00429783
0.552               0.838            -0.40125          0.00417596
0.552               0.836           -0.397167           0.0040703
0.552               0.834           -0.397361          0.00377624
0.552               0.832           -0.394986           0.0044333
0.552                0.83           -0.394276          0.00452974
0.552               0.828           -0.396681          0.00410768
0.552               0.826           -0.404196           0.0041249
0.552               0.824           -0.401633          0.00382123
0.552               0.822           -0.406542           0.0037914
0.552                0.82           -0.406514          0.00409369
0.552               0.818            -0.40411          0.00389141
0.552               0.816           -0.401325          0.00368367
0.552               0.814           -0.402785          0.00326049
0.552               0.812           -0.411442          0.00393926
0.552                0.81           -0.407956           0.0044699
0.552               0.808           -0.402058          0.00447956
0.552               0.806           -0.406159          0.00389513
0.552               0.804           -0.407504          0.00465587
0.552               0.802           -0.406502          0.00354526
0.552                 0.8           -0.401918          0.00363194
0.552               0.798           -0.405039          0.00416026
0.552               0.796           -0.405544           0.0037173
0.552               0.794           -0.410373          0.00411806
0.552               0.792           -0.408747          0.00347773
0.552                0.79           -0.400835          0.00401454
0.552               0.788           -0.411985          0.00367573
0.552               0.786           -0.401275          0.00379537
0.552               0.784           -0.408373          0.00383792
0.552               0.782           -0.411756          0.00412985
0.552                0.78           -0.404582          0.00321967
0.552               0.778           -0.410151          0.00397861
0.552               0.776           -0.410562          0.00407644
0.552               0.774           -0.402048          0.00413577
0.552               0.772           -0.396848          0.00340074
0.552                0.77           -0.405495          0.00366165
0.552               0.768           -0.402414           0.0040327
0.552               0.766            -0.40099          0.00379693
0.552               0.764           -0.411168          0.00375615
0.552               0.762           -0.399332           0.0030872
0.552                0.76           -0.408285          0.00371141
0.552               0.758            -0.40663          0.00427844
0.552               0.756           -0.402234          0.00403396
0.552               0.754           -0.397427          0.00373436
0.552               0.752           -0.400184          0.00415974
0.552                0.75           -0.396983          0.00451178
0.554                0.75           -0.402483          0.00395127
0.554               0.752           -0.404252          0.00351426
0.554               0.754           -0.409513          0.00352592
0.554               0.756           -0.403254          0.00381572
0.554               0.758           -0.403463          0.00411342
0.554                0.76           -0.411417          0.00374754
0.554               0.762           -0.408946          0.00414674
0.554               0.764           -0.406053          0.00333383
0.554               0.766           -0.405221          0.00371462
0.554               0.768           -0.406797          0.00367701
0.554                0.77            -0.40277          0.00367745
0.554               0.772           -0.410946          0.00369133
0.554               0.774            -0.40939          0.00433358
0.554               0.776           -0.403984          0.00366152
0.554               0.778           -0.406982          0.00367253
0.554                0.78            -0.40339          0.00388893
0.554               0.782           -0.404181          0.00357932
0.554               0.784           -0.409176          0.00428183
0.554               0.786           -0.403121          0.00407215
0.554               0.788           -0.409076          0.00426404
0.554                0.79           -0.409693          0.00368027
0.554               0.792           -0.407114          0.00388308
0.554               0.794           -0.411889           0.0040337
0.554               0.796           -0.411897          0.00359427
0.554               0.798           -0.410741          0.00412743
0.554                 0.8           -0.412769          0.00361521
0.554               0.802            -0.41336          0.00408015
0.554               0.804           -0.403209          0.00378305
0.554               0.806            -0.40608           0.0039909
0.554               0.808           -0.410204          0.00399713
0.554                0.81           -0.410355          0.00386919
0.554               0.812           -0.403885          0.00397252
0.554               0.814           -0.401924          0.00366348
0.554               0.816           -0.412255          0.00395495
0.554               0.818           -0.400728          0.00444289
0.554                0.82           -0.401761          0.00395487
0.554               0.822           -0.402906          0.00360839
0.554               0.824           -0.405452          0.00371725
0.554               0.826           -0.407702          0.00399903
0.554               0.828           -0.400132          0.00372628
0.554                0.83           -0.405539          0.00383624
0.554               0.832           -0.404683           0.0042813
0.554               0.834           -0.401355          0.00379253
0.554               0.836           -0.400778          0.00395101
0.554               0.838           -0.407846          0.00384177
0.554                0.84           -0.396555          0.00345062
