0 14.8087 0 5.44215 0
1 14.5816 0.227131 5.37526 0.0668879
2 14.7642 0.224801 5.47691 0.108732
3 14.9262 0.226977 5.53878 0.0986929
4 14.8382 0.196615 5.59629 0.0956606
5 14.8081 0.163328 5.57078 0.0821659
6 14.8797 0.155477 5.48242 0.112383
7 15.0473 0.215058 5.41944 0.115926
8 14.9274 0.224395 5.43158 0.102955
9 14.9218 0.200785 5.45393 0.094759
10 14.9603 0.185656 5.45473 0.0857165
11 14.8887 0.183969 5.50385 0.0923863
12 14.9256 0.173192 5.48283 0.0875436
13 14.984 0.170653 5.47514 0.0814132
14 14.9804 0.15891 5.48405 0.0763131
15 14.9995 0.149866 5.45721 0.0762616
16 14.9354 0.154671 5.49149 0.0794117
17 14.9922 0.156506 5.48805 0.0749489
18 14.9867 0.148144 5.47927 0.0714359
19 14.9834 0.140581 5.4778 0.0677861
20 15.0268 0.140615 5.47551 0.0645179
21 15.0588 0.137816 5.46834 0.0619324
22 15.0433 0.132596 5.45679 0.0602943
23 15.0368 0.127118 5.46816 0.0588361
24 15.017 0.123524 5.48994 0.0604889
25 15.0357 0.120145 5.49643 0.0584774
26 15.0172 0.117083 5.4959 0.0562724
27 15.0076 0.113231 5.49551 0.0542268
28 15.0283 0.111212 5.50918 0.0540782
29 15.0619 0.112564 5.49652 0.053757
30 15.1115 0.119627 5.46814 0.0592344
31 15.092 0.117457 5.46897 0.0573595
32 15.0825 0.114241 5.46256 0.0559623
33 15.076 0.111019 5.47965 0.0569177
34 15.0747 0.107808 5.49605 0.0576479
35 15.0285 0.114504 5.50552 0.0568195
36 15.0041 0.114017 5.50736 0.0552931
37 14.9911 0.111729 5.5155 0.0544302
38 14.9933 0.108848 5.52359 0.0536306
39 14.9927 0.106093 5.52658 0.0523579
40 14.9854 0.103736 5.52605 0.0510676
41 14.9548 0.10574 5.55131 0.0558732
42 14.9456 0.103666 5.55489 0.0546757
43 14.9382 0.101552 5.55287 0.0534567
44 14.9607 0.101783 5.54649 0.0526434
45 14.9702 0.100006 5.54621 0.051487
46 14.9818 0.0985376 5.53819 0.0510143
47 14.9734 0.0968286 5.52755 0.0510602
48 14.9623 0.0954848 5.52087 0.0504517
49 14.9528 0.094031 5.52065 0.0494329
50 14.9416 0.0928442 5.52253 0.0484903
51 14.9518 0.0916069 5.51574 0.0480312
52 14.9508 0.0898679 5.51751 0.0471496
53 14.9521 0.0881979 5.51486 0.0463442
54 14.9599 0.0869269 5.51539 0.0454969
55 14.9482 0.0861461 5.5145 0.0446859
56 14.9609 0.085563 5.50686 0.044555
57 14.958 0.0841256 5.50294 0.0439551
58 14.9715 0.0837863 5.50197 0.0432146
59 14.9677 0.0824674 5.50144 0.0424916
60 14.9612 0.0813634 5.49494 0.0422913
61 14.9695 0.0804749 5.49351 0.041628
62 14.9662 0.0792556 5.49198 0.0409905
63 14.9766 0.078697 5.49041 0.0403758
64 14.973 0.0775635 5.49524 0.0400424
65 14.9666 0.0766459 5.50547 0.0407377
66 14.9571 0.0760814 5.50727 0.0401654
67 14.9826 0.0791522 5.49504 0.0414183
68 14.9644 0.0800933 5.49461 0.0408158
69 14.9422 0.0819846 5.503 0.0410938
70 14.9396 0.0808657 5.50532 0.040577
71 14.9426 0.079791 5.50734 0.0400608
72 14.9462 0.0787719 5.50514 0.0395696
73 14.9399 0.0779477 5.50536 0.0390318
74 14.9463 0.0771611 5.50352 0.0385516
75 14.9526 0.0764027 5.50295 0.0380451
76 14.95 0.0754477 5.49969 0.0376893
77 14.9545 0.0746097 5.49901 0.0372093
78 14.9567 0.0736921 5.49778 0.0367557
79 14.9508 0.0730056 5.4986 0.0363025
80 14.9473 0.0721857 5.50122 0.035947
81 14.9572 0.0719875 5.49714 0.0357386
82 14.9526 0.0712606 5.49994 0.0354157
83 14.9509 0.0704278 5.49923 0.0349987
84 14.964 0.0707997 5.50032 0.0346019
85 14.9707 0.0702965 5.50051 0.0341977
86 14.9718 0.0694921 5.50394 0.0339755
87 14.9644 0.0690978 5.50987 0.0341068
88 14.9592 0.0685112 5.50867 0.0337429
89 14.957 0.0677823 5.50634 0.033447
90 14.9576 0.0670365 5.50568 0.033084
91 14.9702 0.0674814 5.501 0.0330553
92 14.9799 0.0674644 5.5031 0.0327651
93 14.9803 0.0667436 5.49998 0.0325645
94 14.9782 0.0660706 5.5007 0.0322279
95 14.9821 0.0654968 5.5065 0.0324139
96 14.9838 0.0648401 5.50388 0.0321849
97 14.9794 0.0643249 5.50434 0.031858
98 14.9742 0.0638865 5.50119 0.0316911
99 14.97 0.0633827 5.49841 0.0314958
