0 14.5698 0 5.71188 0
1 14.9767 0.40689 5.451 0.260888
2 15.0792 0.256328 5.48734 0.154946
3 14.9644 0.214571 5.5985 0.156082
4 14.9254 0.170728 5.54487 0.132264
5 15.0104 0.163276 5.51667 0.111614
6 15.0156 0.138092 5.50158 0.0955297
7 14.9755 0.126138 5.49585 0.0829295
8 14.9026 0.132979 5.5285 0.0800933
9 14.8798 0.121116 5.56826 0.0819304
10 14.8295 0.120544 5.58986 0.0771924
11 14.764 0.128057 5.62046 0.0768257
12 14.7551 0.118134 5.62061 0.0706695
13 14.7778 0.111704 5.58325 0.0753439
14 14.7682 0.104433 5.60949 0.0748893
15 14.8387 0.120505 5.5831 0.0748592
16 14.841 0.113218 5.56882 0.0717529
17 14.9127 0.128588 5.55384 0.0692881
18 14.9362 0.123872 5.5558 0.0655694
19 15.0354 0.153774 5.53303 0.0662418
20 15.0407 0.146364 5.52833 0.0631838
21 15.0684 0.14228 5.51508 0.0616831
22 15.0471 0.137615 5.51595 0.0589467
23 15.0339 0.132411 5.51383 0.0564768
24 15.0622 0.130117 5.49563 0.0571477
25 15.0152 0.133583 5.51481 0.0581609
26 15.0164 0.128546 5.52158 0.0563733
27 15.0039 0.124493 5.50599 0.0565163
28 14.9715 0.124418 5.51802 0.0558438
29 14.9548 0.121358 5.52594 0.0545293
30 14.9254 0.12099 5.53811 0.0541249
31 14.9135 0.11775 5.53879 0.0524107
32 14.9214 0.114397 5.53231 0.0512086
33 14.9143 0.111207 5.52994 0.0497365
34 14.9169 0.108014 5.53445 0.0485054
35 14.902 0.106029 5.53976 0.0474365
36 14.8912 0.103681 5.53729 0.0462029
37 14.8467 0.110302 5.53531 0.0450139
38 14.8428 0.107508 5.54013 0.0441086
39 14.8434 0.104788 5.5436 0.0431312
40 14.8382 0.102333 5.5361 0.0427296
41 14.8662 0.1037 5.5293 0.0422496
42 14.8599 0.101452 5.53064 0.0412771
43 14.8572 0.0991575 5.52941 0.0403469
44 14.86 0.0969692 5.53212 0.0395333
45 14.8574 0.0948732 5.53221 0.0386644
46 14.8839 0.0965495 5.52594 0.0383477
47 14.8854 0.0945288 5.53511 0.0386436
48 14.8936 0.0929434 5.5261 0.0389046
49 14.8883 0.0912197 5.5181 0.0389485
50 14.8926 0.0895159 5.519 0.0381876
51 14.8754 0.0894414 5.51893 0.0374461
52 14.8784 0.0877881 5.51999 0.036748
53 14.8692 0.0866401 5.51724 0.0361659
54 14.8629 0.0852803 5.51525 0.035558
55 14.8679 0.0838885 5.52632 0.0366303
56 14.8633 0.0825305 5.53168 0.0363792
57 14.8761 0.0821075 5.52282 0.0368283
58 14.8905 0.0819697 5.52472 0.0362485
59 14.8903 0.0805921 5.52719 0.0357251
60 14.897 0.0795405 5.52862 0.0351636
61 14.919 0.0812798 5.52292 0.0350588
62 14.925 0.0802045 5.52484 0.0345513
63 14.9314 0.0791993 5.52811 0.0341639
64 14.9396 0.078397 5.51995 0.0346103
65 14.9436 0.0773073 5.52291 0.0342105
66 14.9562 0.0771697 5.51948 0.0338697
67 14.9545 0.0760455 5.52265 0.0335179
68 14.961 0.075222 5.51501 0.0339
69 14.9556 0.0743374 5.51879 0.0336248
70 14.9651 0.0738987 5.51309 0.0336336
71 14.97 0.0730305 5.5168 0.0333691
72 14.9758 0.0722522 5.51394 0.0330329
73 14.9824 0.0715704 5.51349 0.0325865
74 14.9882 0.0708523 5.51306 0.0321519
75 14.9788 0.0705456 5.51486 0.0317769
76 14.9935 0.0711658 5.51396 0.0313745
77 14.9945 0.0702544 5.51624 0.0310536
78 14.9915 0.0694264 5.52365 0.0315416
79 14.9852 0.0688435 5.52556 0.0312036
80 15.001 0.0698139 5.52257 0.0309608
81 14.9989 0.0689888 5.51894 0.0307955
82 14.9929 0.0684176 5.51796 0.0304383
83 14.9943 0.0676129 5.5192 0.0300995
84 14.9865 0.0672726 5.52574 0.0304541
85 14.9744 0.0675723 5.53 0.0303973
86 14.9779 0.0668814 5.52709 0.0301866
87 14.9851 0.0665152 5.52386 0.0300154
88 14.9841 0.0657711 5.52582 0.0297411
89 14.9912 0.0654156 5.52281 0.0295625
90 14.9938 0.0647441 5.52572 0.0293799
91 15.0061 0.0652139 5.51938 0.0297409
92 15.0158 0.065238 5.51233 0.0302543
93 15.0065 0.0652157 5.51073 0.0299732
94 15.0242 0.0669305 5.50308 0.0306259
95 15.0296 0.0664445 5.50659 0.030507
96 15.0374 0.0662149 5.49963 0.0309818
97 15.035 0.0655791 5.49619 0.0308567
98 15.0324 0.0649662 5.49802 0.0305981
99 15.0242 0.0648223 5.49943 0.0303236
